urhobo,english
"ke Me karohọ ọphọ rọ herọ vwẹ uvwre mẹ vẹ owẹ kugbe eranvwe keranvwe rọ herọ re Me mare ejobi, ame na gbi che hirhe oma phihọ oghwe rọ ghwọrọ ohwo ọfa-a.",#Ezek. 1:28; Rev. 4:3
"16Ọke rẹ aphoro na da obenu, ki mi no ke Me karohọ ọphọ ri bẹdẹ rọ uvwre rẹ Ọghẹnẹ kugbe eranvwe keranvwe ekpokpọ rọ herọ re Me mare vwẹ akpọ na.",Ezek. 1:28; Rev. 4:3
"Ọke rẹ aphoro na da obenu, ki mi no ke Me karohọ ọphọ ri bẹdẹ rọ uvwre rẹ Ọghẹnẹ kugbe eranvwe keranvwe ekpokpọ rọ herọ re Me mare vwẹ akpọ na.","My rainbow in the cloud, and it shall be for the sign of the covenant between Me and the earth."
"17Ọghẹnẹ da ta ki Noa, Ọnana kẹ oka rẹ ọphọ na ri mi vwo mu vwẹ uvwre mẹ kugbe uvwo ejobi rọ enu rẹ akpọ na.","14It shall be, when I bring a cloud over the earth, that the rainbow shall be seen in the cloud;"
"Ọghẹnẹ da ta ki Noa, Ọnana kẹ oka rẹ ọphọ na ri mi vwo mu vwẹ uvwre mẹ kugbe uvwo ejobi rọ enu rẹ akpọ na.","It shall be, when I bring a cloud over the earth, that the rainbow shall be seen in the cloud;"
Noa kugbe Emọ Rọye,"15and#Lev. 26:42, 45; Deut. 7:9; Ezek. 16:60I will remember My covenant whichisbetween Me and you and every living creature of all flesh; the waters shall never again become a flood to destroy all flesh."
"18Emeshare ri Noa ri nẹ evun rẹ okọ na rhe da dia Shẹm, Ham, kugbe Jafẹt, Ham kọye ọsẹ ri Kenan.",and
"Emeshare ri Noa ri nẹ evun rẹ okọ na rhe da dia Shẹm, Ham, kugbe Jafẹt, Ham kọye ọsẹ ri Kenan.","#Lev. 26:42, 45; Deut. 7:9; Ezek. 16:60"
19Enana erha na keye emọ ri Noa; enana erha na keye ri vwiẹ akpọ na soso.,"Lev. 26:42, 45; Deut. 7:9; Ezek. 16:60"
Enana erha na keye emọ ri Noa; enana erha na keye ri vwiẹ akpọ na soso.,I will remember My covenant which
"20Noa kọye ọghwẹrẹ rẹ ẹsosuọ rọ tu voro otọ na. Ọ da kọn ogba ri vain,",between Me and you and every living creature of all flesh; the waters shall never again become a flood to destroy all flesh.
"Noa kọye ọghwẹrẹ rẹ ẹsosuọ rọ tu voro otọ na. Ọ da kọn ogba ri vain,","16The rainbow shall be in the cloud, and I will look on it to remember#Gen. 17:13, 19; 2 Sam. 23:5; Is. 55:3; Jer. 32:40; Heb. 13:20the everlasting covenant between God and every living creature of all flesh thatison the earth.”"
"21ọ da da udi ri vain na, udi de muo, o de shevwerhẹ otọ rẹ utughẹ rọye vẹ ẹbẹba.","The rainbow shall be in the cloud, and I will look on it to remember"
"ọ da da udi ri vain na, udi de muo, o de shevwerhẹ otọ rẹ utughẹ rọye vẹ ẹbẹba.","#Gen. 17:13, 19; 2 Sam. 23:5; Is. 55:3; Jer. 32:40; Heb. 13:20"
"22Ham, rẹ ọsẹ ri Kenan, da mrẹ ẹba rẹ ọsẹ rọye, o de rhi gbe ikun kẹ iniọvo rọye vwẹ otafe.","Gen. 17:13, 19; 2 Sam. 23:5; Is. 55:3; Jer. 32:40; Heb. 13:20"
"Ham, rẹ ọsẹ ri Kenan, da mrẹ ẹba rẹ ọsẹ rọye, o de rhi gbe ikun kẹ iniọvo rọye vwẹ otafe.",the everlasting covenant between God and every living creature of all flesh that
"23Shẹm vẹ Jafẹt da reyọ ewun, ayen da vwọ kpahe igabọ, ayen da vwẹ ukuko re rhurhu ẹba rẹ ọsẹ rayen ayen de ku opharo fia, ayen gbe rha mrẹ ẹba rẹ ọsẹ raye-en.",on the earth.”
"Shẹm vẹ Jafẹt da reyọ ewun, ayen da vwọ kpahe igabọ, ayen da vwẹ ukuko re rhurhu ẹba rẹ ọsẹ rayen ayen de ku opharo fia, ayen gbe rha mrẹ ẹba rẹ ọsẹ raye-en.","17And God said to Noah, “Thisisthe sign of the covenant which I have established between Me and all flesh thatison the earth.”"
"24Ri Noa vwo gbunie rhọvwọ rhe o de vughe obo rẹ emọ rọye rẹ itete ivẹ na ru kẹ,","And God said to Noah, “This"
"Ri Noa vwo gbunie rhọvwọ rhe o de vughe obo rẹ emọ rọye rẹ itete ivẹ na ru kẹ,",the sign of the covenant which I have established between Me and all flesh that
"25ọ da ta,",Noah and His Sons
"ọ da ta,","18Now the sons of Noah who went out of the ark were Shem, Ham, and Japheth.#Gen. 9:25–27; 10:6And Hamwasthe father of Canaan."
"Eka ki Kenan,","Now the sons of Noah who went out of the ark were Shem, Ham, and Japheth."
ọviẹn rẹ ọviẹn wọ dia kẹ iniọvo wẹn.,#Gen. 9:25–27; 10:6
"26Ọ da je ta,",Gen. 9:25–27; 10:6
"Ọ da je ta,",And Ham
"Ọrovwohwo rẹ Ọghẹnẹ mẹ bruba kẹ Shẹm,",was
gbe ji Kenan dia ọviẹn rọye.,the father of Canaan.
"27Ọghẹnẹ hẹre ishamwa ri Jafẹt,","19#Gen. 5:32These threewerethe sons of Noah,#Gen. 9:1, 7; 10:32; 1 Chr. 1:4and from these the whole earth was populated."
"Ọghẹnẹ hẹre ishamwa ri Jafẹt,",#Gen. 5:32
"e jọ dia itughẹ ri Shẹm,",Gen. 5:32
e je Kenan dia ọviẹn rọye.,These three
"28Noa da rhoma dia akpọ na ikpe uri gbẹ ujughwrẹ gbẹ ihwe, vwẹ ọke rẹ oghwe na vwo kunu.",were
"Noa da rhoma dia akpọ na ikpe uri gbẹ ujughwrẹ gbẹ ihwe, vwẹ ọke rẹ oghwe na vwo kunu.","the sons of Noah,"
29Ẹdẹ rẹ akpọ ri Noa ejobi da dia ikpe uri ẹne gbẹ ujughwrẹ gbẹ ihwe o de ghwu.,"#Gen. 9:1, 7; 10:32; 1 Chr. 1:4"
Ẹdẹ rẹ akpọ ri Noa ejobi da dia ikpe uri ẹne gbẹ ujughwrẹ gbẹ ihwe o de ghwu.,"Gen. 9:1, 7; 10:32; 1 Chr. 1:4"
God’s Promise to Noah,and from these the whole earth was populated.
"1So God blessed Noah and his sons, and said to them:#Gen. 1:28, 29; 8:17; 9:7, 19; 10:32“Be fruitful and multiply, and fill the earth.","20And Noah begantobe#Gen. 3:19, 23; 4:2; Prov. 12:11; Jer. 31:24a farmer, and he planted a vineyard."
"So God blessed Noah and his sons, and said to them:",And Noah began
"#Gen. 1:28, 29; 8:17; 9:7, 19; 10:32","#Gen. 3:19, 23; 4:2; Prov. 12:11; Jer. 31:24"
"Gen. 1:28, 29; 8:17; 9:7, 19; 10:32","Gen. 3:19, 23; 4:2; Prov. 12:11; Jer. 31:24"
"“Be fruitful and multiply, and fill the earth.","a farmer, and he planted a vineyard."
"2#Gen. 1:26, 28; Ps. 8:6And the fear of you and the dread of you shall be on every beast of the earth, on every bird of the air, on all that moveonthe earth, and on all the fish of the sea. They are given into your hand.","21Then he drank of the wine#Prov. 20:1; Eph. 5:18and was drunk, and became uncovered in his tent."
"#Gen. 1:26, 28; Ps. 8:6",Then he drank of the wine
"Gen. 1:26, 28; Ps. 8:6",#Prov. 20:1; Eph. 5:18
"And the fear of you and the dread of you shall be on every beast of the earth, on every bird of the air, on all that move",Prov. 20:1; Eph. 5:18
"the earth, and on all the fish of the sea. They are given into your hand.","and was drunk, and became uncovered in his tent."
"3#Deut. 12:15; 14:3, 9, 11; Acts 10:12, 13Every moving thing that lives shall be food for you. I have given you#Rom. 14:14, 20; 1 Cor. 10:23, 26; Col. 2:16; (1 Tim. 4:3, 4)all things, even as the#Gen. 1:29green herbs.","22And Ham, the father of Canaan, saw the nakedness of his father, and told his two brothers outside."
"#Deut. 12:15; 14:3, 9, 11; Acts 10:12, 13","And Ham, the father of Canaan, saw the nakedness of his father, and told his two brothers outside."
"Deut. 12:15; 14:3, 9, 11; Acts 10:12, 13","23#Ex. 20:12; Gal. 6:1But Shem and Japheth took a garment, laiditon both their shoulders, and went backward and covered the nakedness of their father. Their faceswereturned away, and they did not see their father’s nakedness."
Every moving thing that lives shall be food for you. I have given you,#Ex. 20:12; Gal. 6:1
"#Rom. 14:14, 20; 1 Cor. 10:23, 26; Col. 2:16; (1 Tim. 4:3, 4)",Ex. 20:12; Gal. 6:1
"Rom. 14:14, 20; 1 Cor. 10:23, 26; Col. 2:16; (1 Tim. 4:3, 4)","But Shem and Japheth took a garment, laid"
"all things, even as the","on both their shoulders, and went backward and covered the nakedness of their father. Their faces"
#Gen. 1:29,"turned away, and they did not see their father’s nakedness."
Gen. 1:29,"24So Noah awoke from his wine, and knew what his younger son had done to him."
green herbs.,"So Noah awoke from his wine, and knew what his younger son had done to him."
"4#Lev. 7:26; 17:10–16; 19:26; Deut. 12:16, 23; 15:23; 1 Sam. 14:33, 34; Acts 15:20, 29But you shall not eat flesh with its life,thatis,its blood.",25Then he said:
"#Lev. 7:26; 17:10–16; 19:26; Deut. 12:16, 23; 15:23; 1 Sam. 14:33, 34; Acts 15:20, 29",Then he said:
"Lev. 7:26; 17:10–16; 19:26; Deut. 12:16, 23; 15:23; 1 Sam. 14:33, 34; Acts 15:20, 29","#Deut. 27:16; Josh. 9:23, 27“CursedbeCanaan;"
"But you shall not eat flesh with its life,","#Deut. 27:16; Josh. 9:23, 27"
that,"Deut. 27:16; Josh. 9:23, 27"
"is,",“Cursed
its blood.,Canaan;
"5Surely for your lifeblood I will demandareckoning;#Ex. 21:28from the hand of every beast I will require it, and#Gen. 4:9, 10; Ps. 9:12from the hand of man. From the hand of every#Acts 17:26man’s brother I will require the life of man.","A#Josh. 9:23; 1 Kin. 9:20, 21servant of servants"
Surely for your lifeblood I will demand,"#Josh. 9:23; 1 Kin. 9:20, 21"
reckoning;,"Josh. 9:23; 1 Kin. 9:20, 21"
#Ex. 21:28,servant of servants
Ex. 21:28,He shall be to his brethren.”
"from the hand of every beast I will require it, and",26And he said:
"#Gen. 4:9, 10; Ps. 9:12",And he said:
"Gen. 4:9, 10; Ps. 9:12","#Gen. 14:20; 24:27; Ps. 144:15; Heb. 11:16“BlessedbetheLord,"
from the hand of man. From the hand of every,#Gen. 14:20; 24:27; Ps. 144:15; Heb. 11:16
#Acts 17:26,Gen. 14:20; 24:27; Ps. 144:15; Heb. 11:16
Acts 17:26,“Blessed
man’s brother I will require the life of man.,the
"6“Whoever#Ex. 21:12–14; Lev. 24:17; Num. 35:33; Matt. 26:52sheds man’s blood,",Lord
“Whoever,"The God of Shem,"
#Ex. 21:12–14; Lev. 24:17; Num. 35:33; Matt. 26:52,And may Canaan be his servant.
Ex. 21:12–14; Lev. 24:17; Num. 35:33; Matt. 26:52,"27May God#Gen. 10:2–5; 39:3; Is. 66:19enlarge Japheth,"
"sheds man’s blood,",May God
By man his blood shall be shed;,#Gen. 10:2–5; 39:3; Is. 66:19
"#Gen. 1:26, 27For in the image of God",Gen. 10:2–5; 39:3; Is. 66:19
"#Gen. 1:26, 27","enlarge Japheth,"
"Gen. 1:26, 27","#Luke 3:36; John 1:14; Eph. 2:13, 14; 3:6And may he dwell in the tents of Shem;"
For in the image of God,"#Luke 3:36; John 1:14; Eph. 2:13, 14; 3:6"
He made man.,"Luke 3:36; John 1:14; Eph. 2:13, 14; 3:6"
"7And as for you,#Gen. 9:1, 19be fruitful and multiply;",And may he dwell in the tents of Shem;
"And as for you,",And may Canaan be his servant.”
"#Gen. 9:1, 19",28And Noah lived after the flood three hundred and fifty years.
"Gen. 9:1, 19",And Noah lived after the flood three hundred and fifty years.
be fruitful and multiply;,29So all the days of Noah were nine hundred and fifty years; and he died.
Search,Cush begot
Uvwiẹ re Emọ ri Noa,#Mic. 5:6
"1Enana ye orua rẹ emọ ri Noa, Shẹm, Ham, kugbe Jafẹt, rẹ oghwe na vwọ kpọnu ayen de rhi vwiẹ emọ.",Mic. 5:6
"Enana ye orua rẹ emọ ri Noa, Shẹm, Ham, kugbe Jafẹt, rẹ oghwe na vwọ kpọnu ayen de rhi vwiẹ emọ.",Nimrod; he began to be a mighty one on the earth.
"2Emọ ri Jafẹt kẹ ena: Goma, Magog, Madai, Javan, Tubal, Mẹshẹk, Tiras.","9He was a mighty#Jer. 16:16; Mic. 7:2hunter before theLord; therefore it is said, “Like Nimrod the mighty hunter#Gen. 21:20before theLord.”"
"Emọ ri Jafẹt kẹ ena: Goma, Magog, Madai, Javan, Tubal, Mẹshẹk, Tiras.",He was a mighty
"3Emọ ri Goma kẹ ena: Ashkenaz, Rifat, kugbe Togarma.",#Jer. 16:16; Mic. 7:2
"Emọ ri Goma kẹ ena: Ashkenaz, Rifat, kugbe Togarma.",Jer. 16:16; Mic. 7:2
"4Emọ ri Javan Elishah, Tarshish, Kitim, kugbe Dodanim.",hunter before the
"Emọ ri Javan Elishah, Tarshish, Kitim, kugbe Dodanim.",Lord
"5Oma rẹ ihwo nana kọye ihwo rẹ orhoma rẹ urhie na nurhe. Enana keye emọ ri Jafẹt vwẹ otọ rayen, dohwo depherẹ rọye, vẹ uvwiẹ rayen, vwẹ evun rẹ ẹgborho rayen.","; therefore it is said, “Like Nimrod the mighty hunter"
"Oma rẹ ihwo nana kọye ihwo rẹ orhoma rẹ urhie na nurhe. Enana keye emọ ri Jafẹt vwẹ otọ rayen, dohwo depherẹ rọye, vẹ uvwiẹ rayen, vwẹ evun rẹ ẹgborho rayen.",#Gen. 21:20
"6Emọ ri Ham Kush, Ijipt, Put, kugbe Kenan",Gen. 21:20
"Emọ ri Ham Kush, Ijipt, Put, kugbe Kenan",before the
"7Emọ ri Kush Seba, Havilah, Sabta, Raama, kugbe Sabteka. Emọ ri Raama Sheba kugbe Dedan.","10#Mic. 5:6And the beginning of his kingdom was#Gen. 11:9Babel, Erech, Accad, and Calneh, in the land of Shinar."
"Emọ ri Kush Seba, Havilah, Sabta, Raama, kugbe Sabteka. Emọ ri Raama Sheba kugbe Dedan.",And the beginning of his kingdom was
"8Kush kọye ọsẹ ri Nimrọd, ọye ohwo rẹ ẹsosuọ vwẹ akpọ na rọ to dia ọgban.",#Gen. 11:9
"Kush kọye ọsẹ ri Nimrọd, ọye ohwo rẹ ẹsosuọ vwẹ akpọ na rọ to dia ọgban.",Gen. 11:9
"9Ọ da dia ọgban rẹ ibefii rode vwẹ obaro rẹ Ọrovwohwo, fiki rẹ ọtiọye kọye a vwọ tanẹ, Kiri Nimrọd ọgban rẹ ibefi rode vwẹ obaro rẹ Ọrovwohwo.","Babel, Erech, Accad, and Calneh, in the land of Shinar."
"Ọ da dia ọgban rẹ ibefii rode vwẹ obaro rẹ Ọrovwohwo, fiki rẹ ọtiọye kọye a vwọ tanẹ, Kiri Nimrọd ọgban rẹ ibefi rode vwẹ obaro rẹ Ọrovwohwo.","11From that land he went to#Gen. 25:18; 2 Kin. 19:36; Mic. 5:6Assyria and built Nineveh, Rehoboth Ir, Calah,"
"10Emuophihọ rẹ uvie rọye ki Babẹl, Erẹk kugbe Akad, enana ejobi kẹ otọ ri Shinar epha.",From that land he went to
"Emuophihọ rẹ uvie rọye ki Babẹl, Erẹk kugbe Akad, enana ejobi kẹ otọ ri Shinar epha.",#Gen. 25:18; 2 Kin. 19:36; Mic. 5:6
"11Otọ yena kọye o nu kpo Asiria, ọ da ra bọ Ninivẹh, Rehobọt-Ir, Kala, kugbe",Gen. 25:18; 2 Kin. 19:36; Mic. 5:6
"Otọ yena kọye o nu kpo Asiria, ọ da ra bọ Ninivẹh, Rehobọt-Ir, Kala, kugbe","Assyria and built Nineveh, Rehoboth Ir, Calah,"
"12Resẹn vwẹ uvwre ri Ninivẹh vi Kala, kọye orere rode na.",12and Resen between Nineveh and Calah (thatisthe principal city).
"Resẹn vwẹ uvwre ri Ninivẹh vi Kala, kọye orere rode na.",and Resen between Nineveh and Calah (that
"13Ijipt, da dia ọsẹ ri Ludim, Anamim, Lehabim, Naftu-him,",the principal city).
"Ijipt, da dia ọsẹ ri Ludim, Anamim, Lehabim, Naftu-him,","13Mizraim begot Ludim, Anamim, Lehabim, Naphtuhim,"
"14Patrusim, Kaslu-him (kẹ Etiyin Filistia nurhe), kugbe Kaftorim.","Mizraim begot Ludim, Anamim, Lehabim, Naphtuhim,"
"Patrusim, Kaslu-him (kẹ Etiyin Filistia nurhe), kugbe Kaftorim.","14Pathrusim, and Casluhim#1 Chr. 1:12(from whom came the Philistines and Caphtorim)."
"15Kenan kọye ọsẹ ri Sidọn, ọmọkpako rọye, kugbe Hẹt,","Pathrusim, and Casluhim"
"Kenan kọye ọsẹ ri Sidọn, ọmọkpako rọye, kugbe Hẹt,",#1 Chr. 1:12
"16kugbe ihwo ri Jebus, ihwo ri Amọr, ihwo ri Gergas,",1 Chr. 1:12
"kugbe ihwo ri Jebus, ihwo ri Amọr, ihwo ri Gergas,",(from whom came the Philistines and Caphtorim).
"17ihwo ri Hiv, ihwo ri Arka, ihwo ri Sin,","15Canaan begot Sidon his firstborn, and#Gen. 23:3Heth;"
"ihwo ri Hiv, ihwo ri Arka, ihwo ri Sin,","Canaan begot Sidon his firstborn, and"
"18ihwo ri Arvad, ihwo ri Zema kugbe ihwo ri Hamat. Ukuko rọye uvwiẹ ri Kenan na da rhe hrabọ.",#Gen. 23:3
"ihwo ri Arvad, ihwo ri Zema kugbe ihwo ri Hamat. Ukuko rọye uvwiẹ ri Kenan na da rhe hrabọ.",Gen. 23:3
"19Otọ rẹ ihwo ri Kenan da hẹre nẹ Sodọm vwẹ ẹbẹre ri Gẹra, re te Gaza, vwẹ abọ ri Sidọn, Gomora, Adma kugbe Zẹboiim, rhiri re te Lasha.",Heth;
"Otọ rẹ ihwo ri Kenan da hẹre nẹ Sodọm vwẹ ẹbẹre ri Gẹra, re te Gaza, vwẹ abọ ri Sidọn, Gomora, Adma kugbe Zẹboiim, rhiri re te Lasha.","16#Gen. 14:7; 15:19–21; Deut. 7:1; Neh. 9:8the Jebusite, the Amorite, and the Girgashite;"
"20Enana eye emọ ri Ham, vwẹ ekrekru rayen, vẹ ephẹrẹ rayen, otọ rayen, kugbe ẹgborho rayen.",#Gen. 14:7; 15:19–21; Deut. 7:1; Neh. 9:8
"Enana eye emọ ri Ham, vwẹ ekrekru rayen, vẹ ephẹrẹ rayen, otọ rayen, kugbe ẹgborho rayen.",Gen. 14:7; 15:19–21; Deut. 7:1; Neh. 9:8
"21Ji vwi Shẹm na, ọye ọsẹ rẹ emọ rẹ Ẹber ejobi, oniọvo ri Jafẹt rẹ ọkpako, ọye vwiẹ emọ kẹ.","the Jebusite, the Amorite, and the Girgashite;"
"Ji vwi Shẹm na, ọye ọsẹ rẹ emọ rẹ Ẹber ejobi, oniọvo ri Jafẹt rẹ ọkpako, ọye vwiẹ emọ kẹ.","17the Hivite, the Arkite, and the Sinite;"
"22Emọ ri Shẹm: Elam, Asshur, Apak-shad, Lud, kugbe Aram.","the Hivite, the Arkite, and the Sinite;"
"Emọ ri Shẹm: Elam, Asshur, Apak-shad, Lud, kugbe Aram.","18the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were dispersed."
"23Emọ ri Aram: Uz, Hul, Gether kugbe Mash.","the Arvadite, the Zemarite, and the Hamathite. Afterward the families of the Canaanites were dispersed."
"Emọ ri Aram: Uz, Hul, Gether kugbe Mash.","19#Gen. 13:12, 14, 15, 17; 15:18–21; Num. 34:2–12And the border of the Canaanites was from Sidon as you go toward Gerar, as far as Gaza; then as you go toward Sodom, Gomorrah, Admah, and Zeboiim, as far as Lasha."
24Apak-shad kọye rha ọsẹ ri Shelah; Shelah ke rha dia ọsẹ rẹ Eber.,"#Gen. 13:12, 14, 15, 17; 15:18–21; Num. 34:2–12"
Apak-shad kọye rha ọsẹ ri Shelah; Shelah ke rha dia ọsẹ rẹ Eber.,"Gen. 13:12, 14, 15, 17; 15:18–21; Num. 34:2–12"
"25Eber de vwiẹ emọ ivẹ odẹ rẹ ọvo ki Pẹlẹg, ọke rọye akpọ na vwọ hẹriẹ, odẹ rẹ oniọvo rọye ke rha Joktan.","And the border of the Canaanites was from Sidon as you go toward Gerar, as far as Gaza; then as you go toward Sodom, Gomorrah, Admah, and Zeboiim, as far as Lasha."
"Eber de vwiẹ emọ ivẹ odẹ rẹ ọvo ki Pẹlẹg, ọke rọye akpọ na vwọ hẹriẹ, odẹ rẹ oniọvo rọye ke rha Joktan.","20Thesewerethe sons of Ham, according to their families, according to their languages, in their landsandin their nations."
"26Joktan kọye ọsẹ ri Almodad, Shelef, Hazarmaveth, Jerah,",These
"Joktan kọye ọsẹ ri Almodad, Shelef, Hazarmaveth, Jerah,","the sons of Ham, according to their families, according to their languages, in their lands"
"27Hadoram, Uzal, Diklah,",and
"Hadoram, Uzal, Diklah,",in their nations.
"28Obal, Abima-el, Sheba,","21Andchildrenwere born also to Shem, the father of all the children of Eber, the brother of Japheth the elder."
"Obal, Abima-el, Sheba,",And
"29Ofir Havilah, kugbe Jobab; enana ejobi na emọ ri Joktan.",children
"Ofir Havilah, kugbe Jobab; enana ejobi na emọ ri Joktan.","were born also to Shem, the father of all the children of Eber, the brother of Japheth the elder."
30Otọ rẹ ayen diare hẹre ni Mesha vwẹ ẹbẹre ri Sefar re te orho rẹ ugbenu rẹ ọnre va nẹcha na.,"22The#Gen. 11:10–26; 1 Chr. 1:17–28sons of ShemwereElam, Asshur,#Gen. 10:24; 11:10; Luke 3:36Arphaxad, Lud, and Aram."
Otọ rẹ ayen diare hẹre ni Mesha vwẹ ẹbẹre ri Sefar re te orho rẹ ugbenu rẹ ọnre va nẹcha na.,The
"31Enana emọ ri Shẹm, vwẹ ekrekru rayen, vẹ ephẹrẹ rayen, otọ rayen kugbe ẹgborho rayen.",#Gen. 11:10–26; 1 Chr. 1:17–28
"Enana emọ ri Shẹm, vwẹ ekrekru rayen, vẹ ephẹrẹ rayen, otọ rayen kugbe ẹgborho rayen.",Gen. 11:10–26; 1 Chr. 1:17–28
"32Enana eye ekru rẹ emọ ri Noa, kirobo rẹ orua rayen wanre, vwẹ ẹgborho rayen; vwẹ oma rẹ enana kọye ẹgborho rẹ akpọ na ejobi hra nurhe rẹ oghwe na vwọ kponu.",sons of Shem
"Enana eye ekru rẹ emọ ri Noa, kirobo rẹ orua rayen wanre, vwẹ ẹgborho rayen; vwẹ oma rẹ enana kọye ẹgborho rẹ akpọ na ejobi hra nurhe rẹ oghwe na vwọ kponu.","Elam, Asshur,"
Nations Descended from Noah,#Gen. 10:24; 11:10; Luke 3:36
"1Now thisisthe genealogy of the sons of Noah: Shem, Ham, and Japheth.#Gen. 9:1, 7, 19And sons were born to them after the flood.",Gen. 10:24; 11:10; Luke 3:36
Now this,"Arphaxad, Lud, and Aram."
"the genealogy of the sons of Noah: Shem, Ham, and Japheth.","23The sons of AramwereUz, Hul, Gether, and Mash."
"#Gen. 9:1, 7, 19",The sons of Aram
"Gen. 9:1, 7, 19","Uz, Hul, Gether, and Mash."
And sons were born to them after the flood.,"24Arphaxad begot#Gen. 11:12; Luke 3:35Salah, and Salah begot Eber."
"2#1 Chr. 1:5–7The sons of JaphethwereGomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.",Arphaxad begot
#1 Chr. 1:5–7,#Gen. 11:12; Luke 3:35
1 Chr. 1:5–7,Gen. 11:12; Luke 3:35
The sons of Japheth,"Salah, and Salah begot Eber."
were,"25#1 Chr. 1:19To Eber were born two sons: the name of onewasPeleg, for in his days the earth was divided; and his brother’s namewasJoktan."
"Gomer, Magog, Madai, Javan, Tubal, Meshech, and Tiras.",#1 Chr. 1:19
"3The sons of GomerwereAshkenaz, Riphath, and Togarmah.",1 Chr. 1:19
The sons of Gomer,To Eber were born two sons: the name of one
"Ashkenaz, Riphath, and Togarmah.",was
"4The sons of JavanwereElishah, Tarshish, Kittim, and Dodanim.","Peleg, for in his days the earth was divided; and his brother’s name"
The sons of Javan,Joktan.
"Elishah, Tarshish, Kittim, and Dodanim.","26Joktan begot Almodad, Sheleph, Hazarmaveth, Jerah,"
"5From these#Gen. 11:8; Ps. 72:10; Jer. 2:10; 25:22the coastlandpeoplesof the Gentiles were separated into their lands, everyone according to his language, according to their families, into their nations.","Joktan begot Almodad, Sheleph, Hazarmaveth, Jerah,"
From these,"28Obal, Abimael, Sheba,"
#Gen. 11:8; Ps. 72:10; Jer. 2:10; 25:22,"Obal, Abimael, Sheba,"
Gen. 11:8; Ps. 72:10; Jer. 2:10; 25:22,"29Ophir, Havilah, and Jobab. All thesewerethe sons of Joktan."
the coastland,"Ophir, Havilah, and Jobab. All these"
peoples,the sons of Joktan.
"of the Gentiles were separated into their lands, everyone according to his language, according to their families, into their nations.","30And their dwelling place was from Mesha as you go toward Sephar, the mountain of the east."
"6#1 Chr. 1:8–16The sons of HamwereCush, Mizraim, Put, and Canaan.","And their dwelling place was from Mesha as you go toward Sephar, the mountain of the east."
#1 Chr. 1:8–16,"31Thesewerethe sons of Shem, according to their families, according to their languages, in their lands, according to their nations."
1 Chr. 1:8–16,"the sons of Shem, according to their families, according to their languages, in their lands, according to their nations."
The sons of Ham,"32#Gen. 10:1Thesewerethe families of the sons of Noah, according to their generations, in their nations;#Gen. 9:19; 11:8and from these the nations were divided on the earth after the flood."
"Cush, Mizraim, Put, and Canaan.",#Gen. 10:1
"7The sons of CushwereSeba, Havilah, Sabtah, Raamah, and Sabtechah; and the sons of RaamahwereSheba and Dedan.",Gen. 10:1
The sons of Cush,"the families of the sons of Noah, according to their generations, in their nations;"
"Seba, Havilah, Sabtah, Raamah, and Sabtechah; and the sons of Raamah",#Gen. 9:19; 11:8
Sheba and Dedan.,Gen. 9:19; 11:8
8Cush begot#Mic. 5:6Nimrod; he began to be a mighty one on the earth.,and from these the nations were divided on the earth after the flood.
